WordID,SentenceNr,WordNr,Target,Surprisal,Entropy
107,2,53,earth,7.389174748036439,4.0490317
108,2,54,that,1.5890420161717784,5.4822817
109,2,55,was,1.35239248043975,2.8252027
110,2,56,not,0.20191646494140572,1.3727472
111,2,57,illuminated,3.743708658668895,6.1843987
112,2,58,by,0.9367138807469341,3.779766
113,2,59,aurora,11.96829223572779,4.17557
114,3,2,agree,10.065824133111143,7.2087474
115,3,3,that,2.829897829087983,3.7329748
116,3,4,California's,12.819184378969958,8.206031
117,3,5,three,10.280886442841604,10.813873
118,3,6,strikes,5.456486671797981,5.933247
119,3,7,and,4.261213777276567,3.5501344
120,3,8,you're,0.21313614763380262,1.6305895
121,3,9,out,0.023234347137176464,0.20516115
122,3,10,law,2.0714227116951838,5.5345964
123,3,11,will,5.039103737024364,4.8601584
124,3,12,be,2.3576127668307354,6.5038843
125,3,13,a,2.220710165316294,6.9114957
126,3,14,financial,11.61476399279411,7.316026
127,3,15,disaster,1.627035466268852,4.9690027
128,3,16,for,0.9685007051363635,2.6359823
129,3,17,taxpayers,7.415850518328929,5.3838396
130,3,18,who,5.3763995548310515,3.2257905
131,3,19,care,8.446415583840718,5.786851
132,3,20,about,0.372684655713486,1.8510821
133,3,21,education,5.570757628887535,7.1008573
134,3,22,and,2.3825005863537427,2.9419837
135,3,23,other,6.411931170228178,7.4168944
136,3,24,vital,5.413681652097282,5.997401
137,3,25,services,1.7026519816976806,4.186777
138,3,26,But,15.925472388007748,2.9708385
139,3,27,it's,4.003868341813757,5.857232
140,3,28,far,7.473569773846629,5.9624796
141,3,29,from,1.2524029765373763,2.9284453
142,3,30,clear,2.0030892759047565,3.998351
143,3,31,that,0.39202996092078685,1.9745642
144,3,32,the,2.250698184650148,6.590122
145,3,33,law,3.2096019824171593,8.01425
146,3,34,can,6.908091405125465,3.6728442
147,3,35,even,6.853521440824009,3.8790023
148,3,36,be,0.9018570489804154,3.3812501
149,3,37,credited,14.898537367358895,5.001834
150,3,38,with,0.5103809520377982,1.745569
151,3,39,a,5.619044906770841,6.427646
152,3,40,reduction,3.8362766267274435,7.4864845
153,3,41,in,0.12823018750567183,0.5372128
154,3,42,crime,2.2849331828751382,5.863704
155,3,43,in,4.751560033073942,3.79243
156,3,44,California,2.6408713819671092,4.593859
157,3,45,While,10.70360829937472,3.6318555
158,3,46,it's,3.328414555487293,6.5436783
159,3,47,true,0.4988248985675557,2.888552
160,3,48,that,0.07800465700870766,0.5664981
161,3,49,crime,5.730972225693336,6.864276
162,3,50,declined,5.66947340651089,4.446265
163,3,51,in,1.8055192082520841,5.0192585
164,3,52,California,1.5722268104043282,4.684341
165,3,53,last,5.424795586113735,4.784172
166,3,54,year,0.037486087999537475,0.28737593
167,3,55,crime,10.719852828830339,2.9721494
168,3,56,also,7.014826099203808,5.4202943
169,3,57,dropped,3.2882362058108887,3.5385754
170,3,58,nationwide,4.7041744648324215,3.9897242
171,4,2,was,7.414500669333032,10.269084
172,4,3,in,5.255571909386733,8.557563
173,4,4,a,2.8893438560281686,5.782254
174,4,5,bad,4.099385866013478,9.0833435
175,4,6,temper,9.168656606690535,1.5238726
176,4,7,for,7.074203191232925,4.251083
177,4,8,she,8.154941770885523,4.5509744
178,4,9,was,2.057978651801019,4.0796967
179,4,10,mixing,13.47530047587003,8.383007
180,4,11,the,3.563466357956591,6.9229617
181,4,12,Christmas,10.67832604906113,10.30639
182,4,13,puddings,7.0150294117607395,7.64434
183,4,14,in,4.099125362872121,4.38926
184,4,15,the,1.430236041419226,4.409661
185,4,16,kitchen,2.3749150341345797,7.950078
186,4,17,and,2.2678946956862083,3.9222105
187,4,18,had,3.9076289985726973,7.5119095
188,4,19,been,3.9795995275797065,7.2658224
189,4,20,drawn,12.530361660258727,8.728938
190,4,21,from,8.23391113079946,3.2306519
191,4,22,them,8.297095997727302,3.43437
192,4,23,with,4.589227389842672,5.0620923
193,4,24,a,1.1817385816300339,4.8045497
194,4,25,raisin,14.79940576709809,7.539937
195,4,26,still,13.345972728993603,5.82109
196,4,27,on,4.306263468243444,4.4584947
197,4,28,her,1.6795373910199498,2.439109
198,4,29,cheek,5.627902006889908,5.655342
199,4,30,by,8.192965689225817,2.3941767
200,4,31,Nana's,11.13798710821398,4.344013
201,4,32,absurd,14.118036459597972,10.566207
202,4,33,suspicions,13.5699766851668,9.087305
203,4,34,She,16.981176522223954,2.7308202
204,4,35,thought,6.1475496423640505,6.6256294
205,4,36,the,3.4697090500825802,5.2102995
206,4,37,best,6.831758811919981,9.373622
207,4,38,way,2.0212452085722536,2.9719706
208,4,39,of,3.1403019085793504,1.422071
209,4,40,getting,2.8843806525351887,7.14921
210,4,41,a,7.0138071877895,2.440981
211,4,42,little,5.215441430959496,7.365668
212,4,43,quiet,7.304013295523849,7.252268
213,4,44,was,2.2644067920020228,5.8084126
214,4,45,to,0.27425057379313017,1.4858327
215,4,46,take,5.079173233275725,7.698063
216,4,47,Nana,4.086971554352925,5.17853
217,4,48,to,3.0310398074628546,4.9109945
218,4,49,the,1.4957064086134406,4.8929257
219,4,50,nursery,7.554752212197752,9.623177
220,4,51,for,4.386891535923637,5.2182956
221,4,52,a,0.9822745647720008,3.6214454
222,4,53,moment,6.944646393885124,6.8924026
223,4,54,but,5.955738302936732,5.778548
224,4,55,in,6.4592189992556595,6.036128
225,4,56,custody,18.972079833710712,4.4815564
226,4,57,of,2.5966363190843804,6.1599584
227,4,58,course,3.3817016592562568,5.3217316
228,5,2,Darling,14.352756676830262,4.35824
229,5,3,quivered,13.844735196250989,6.3084874
230,5,4,and,3.913295700452179,4.3680916
231,5,5,went,6.870585063651962,8.502044
232,5,6,to,3.093141691629092,6.0588555
233,5,7,the,1.8267872290402023,5.288256
234,5,8,window,2.0968653455680846,5.4748497
235,5,9,It,17.81460806879096,2.83926
236,5,10,was,0.6170263017729791,3.1383045
237,5,11,securely,17.195732864240117,7.221468
238,5,12,fastened,2.392827742554435,4.748651
239,5,13,She,10.313929767443314,5.111196
240,5,14,looked,4.6614839420326035,6.773155
241,5,15,out,1.605619605907609,4.1245875
242,5,16,and,2.152397312427257,4.9723125
243,5,17,the,5.4674919929299195,4.508994
244,5,18,night,6.058267106028608,9.730506
245,5,19,was,0.7005984131110818,3.7636073
246,5,20,peppered,15.4629378079778,7.1771207
247,5,21,with,0.11789246990316078,0.802176
248,5,22,stars,1.448954679955685,6.155658
249,5,23,They,5.361174243442472,6.9802556
250,5,24,were,1.362642473612582,5.2654004
251,5,25,crowding,14.073534782801348,7.7879725
252,5,26,round,7.161908288195405,5.308011
253,5,27,the,0.978316469752786,3.8607442
254,5,28,house,4.366673913261676,8.19096
255,5,29,as,5.481578675401506,6.7285604
256,5,30,if,1.4314250032056945,3.6976514
257,5,31,curious,10.152297729810186,5.4277635
258,5,32,to,1.6564599384237257,5.5042195
259,5,33,see,0.9084533989424961,3.557887
260,5,34,what,1.676993358011198,4.371973
261,5,35,was,1.6377079286910654,5.020645
262,5,36,to,6.844442880719728,3.773866
263,5,37,take,7.024772223706775,2.6558099
264,5,38,place,0.11045686025225752,0.6806387
265,5,39,there,6.590299220819685,6.2097445
266,5,40,but,8.783961419937375,6.4820185
267,5,41,she,3.5535905906132905,6.7922626
268,5,42,did,3.9742492517333035,5.3144846
269,5,43,not,0.014087551154537395,0.12551127
270,5,44,notice,6.051776890112348,5.980924
271,5,45,this,7.696720918816641,5.3042035
272,5,46,nor,9.423755215303446,5.7054524
273,5,47,that,6.2992786811381185,4.0998464
274,5,48,one,5.777498840588285,7.050475
275,5,49,or,4.498578738110433,5.292226
276,5,50,two,1.6406642374428926,2.5271206
277,5,51,of,2.059941673247055,7.0616817
278,5,52,the,1.8794585108159567,1.3646747
279,5,53,smaller,8.97184402952495,8.130048
280,5,54,ones,2.4197184267744998,5.298355
281,5,55,winked,8.20971942313603,6.2774487
282,5,56,at,1.453608413045913,5.001598
283,5,57,her,0.2835100897517036,1.2867726
284,6,2,Peter,10.283266660505516,8.453925
285,6,3,slowly,12.829237495094091,8.855216
286,6,4,advancing,9.714452299970143,9.317977
287,6,5,upon,5.17596074299323,4.6699433
288,6,6,him,3.369583994507669,5.3285584
289,6,7,through,7.014735226018716,3.2383044
290,6,8,the,0.20428352723468696,1.5116429
291,6,9,air,6.095727474073159,9.055671
292,6,10,with,5.765809979253257,3.5751395
293,6,11,dagger,12.43257409291013,5.1972356
294,6,12,poised,5.7471046321007915,4.2550583
295,6,13,he,8.75968948522833,3.433653
296,6,14,sprang,9.167445348738603,7.971014
297,6,15,upon,6.376353789230292,5.0451593
298,6,16,the,2.158755757333467,4.550221
299,6,17,bulwarks,12.900898315412073,9.6582
300,6,18,to,5.5477370130731485,4.6534033
301,6,19,cast,11.109419074785649,7.7055087
302,6,20,himself,1.882007890661529,4.5007434
303,6,21,into,3.510030065722916,5.102327
304,6,22,the,0.2803104859801827,1.824057
305,6,23,sea,1.6708496807611442,6.673996
306,6,24,He,14.891225596815373,4.608013
307,6,25,did,6.155619774590445,7.1149607
308,6,26,not,0.7233266329187871,2.3767145
309,6,27,know,3.839140844491644,7.218544
310,6,28,that,2.234279787328244,4.7071586
311,6,29,the,2.085143370965905,5.5577426
312,6,30,crocodile,11.515235482607244,9.925142
313,6,31,was,1.7866892699103272,4.3513465
314,6,32,waiting,6.12008728239647,7.805481
315,6,33,for,1.3932576303902666,4.1565323
316,6,34,him,0.11755863334007664,0.7068684
317,6,35,for,6.565367445962268,6.167596
318,6,36,we,11.808904780489025,5.0936255
319,6,37,purposely,18.886024522651,6.848669
320,6,38,stopped,8.05074161932712,8.116539
321,6,39,the,3.0694110826408996,6.1890235
322,6,40,clock,10.078327285240201,5.431028
323,6,41,that,6.502714847504769,6.471117
324,6,42,this,7.89029095456491,6.4814634
325,6,43,knowledge,12.732624782300016,7.3687706
326,6,44,might,1.1950089741291425,3.0245583
327,6,45,be,1.7925909012509293,5.781938
328,6,46,spared,8.701856723176164,8.042538
329,6,47,him,3.2604163175659924,6.515905
330,6,48,a,6.562115882786538,7.2582507
331,6,49,little,5.502669402214366,7.7805285
332,6,50,mark,16.604097479027494,4.80544
333,6,51,of,1.675894185400695,5.613391
334,6,52,respect,6.407250653919905,7.2615786
335,6,53,from,4.600481370290633,6.842386
336,6,54,us,7.895815908862348,4.061014
337,6,55,at,7.742422390867478,7.938319
338,6,56,the,1.605438917291226,4.504137
339,6,57,end,3.80775083744432,7.5194397
340,7,2,didn't,13.495922004935492,9.885294
341,7,3,know,2.9165151540169876,6.545734
342,7,4,She,15.555679781844903,5.148856
343,7,5,looked,7.046883745401298,6.9627957
344,7,6,around,5.94154346075815,5.9424415
345,7,7,her,4.8091363428485625,5.8161597
346,7,8,anxiously,10.09769895676693,6.74789
347,7,9,for,4.363786398754311,3.5648825
348,7,10,some,4.272344046549368,6.8251476
349,7,11,familiar,4.759619310548263,5.7553005
350,7,12,landmark,6.517285331794469,3.3635972
351,7,13,but,5.270573322648935,3.8133826
352,7,14,everything,7.1432429966642585,5.3275027
353,7,15,was,0.8704386928303105,2.7523456
354,7,16,strange,6.470869627067917,6.1350365
355,7,17,Between,16.690531001451422,3.4100964
356,7,18,the,0.6360852991224216,3.7406902
357,7,19,branches,10.720937689242541,10.439059
358,7,20,of,0.5042440080288133,2.6610274
359,7,21,the,0.45145098240498965,2.2363646
360,7,22,many,10.648165172790913,5.182788
361,7,23,roads,16.480969943231734,3.579715
362,7,24,were,8.703195371248432,6.724952
363,7,25,green,9.262286509588094,9.099375
364,7,26,meadows,6.57080897452983,8.063309
365,7,27,and,2.049892768816006,6.3154535
366,7,28,a,5.337272523924008,8.520614
367,7,29,few,4.4912260790580785,8.620019
368,7,30,shrubs,10.035774163748366,8.408429
369,7,31,and,3.146312095194736,7.2848415
370,7,32,trees,2.3366314818946545,6.718902
371,7,33,but,6.046919811529221,7.9001617
372,7,34,she,5.17572906882248,6.004387
373,7,35,couldn't,3.216999292355381,4.4972196
374,7,36,see,2.2274450943936475,4.6947937
375,7,37,the,3.7993263009215403,4.553417
376,7,38,farm-house,8.125620253291261,8.988326
377,7,39,from,5.165515158316349,5.847197
378,7,40,which,3.3483126777776246,3.0675128
379,7,41,she,1.7700209163325635,4.589095
380,7,42,had,0.8157240708058362,2.9571006
381,7,43,just,4.450779018406268,4.323869
382,7,44,come,1.3103638888102875,3.9180984
383,7,45,or,6.07286704568794,6.0363107
384,7,46,anything,5.29618458994804,4.2678366
385,7,47,she,5.6845985972084945,5.4719453
386,7,48,had,2.332766398983792,3.555652
387,7,49,ever,3.0501121238382742,5.3404536
388,7,50,seen,1.6285960929386476,3.1095083
389,7,51,before,1.2751218986459196,4.1565228
390,7,52,except,5.914125776911901,5.347265
391,7,53,the,1.6066210650560306,4.65336
392,7,54,shaggy,11.60774101974765,9.695451
393,7,55,man,6.161688863172475,8.19095
394,7,56,and,4.434721473462713,5.6699843
395,7,57,Toto,11.833100936744238,4.026007
396,8,2,human,9.941447179550307,10.2095785
397,8,3,body,3.5444378597423496,8.097461
398,8,4,can,5.320534719602589,4.205601
399,8,5,tolerate,6.1507728338604,6.5681047
400,8,6,only,4.892748916214761,6.4987583
401,8,7,a,1.2236064272295362,3.4212992
402,8,8,small,3.093767215993564,3.3054101
403,8,9,range,3.8189119087552936,4.2579474
404,8,10,of,0.020708529037932626,0.16626152
405,8,11,temperature,4.108850896624417,6.221594
406,8,12,especially,15.079571722668591,4.9845314
407,8,13,when,1.709769470592411,3.8865411
408,8,14,the,2.650483076776449,5.5989156
409,8,15,person,4.016645548876846,5.7791104
410,8,16,is,0.34488804979916104,2.0984378
411,8,17,engaged,6.915396926580518,6.784457
412,8,18,in,0.03820731119683185,0.32177925
413,8,19,vigorous,5.1091019395971085,5.2176642
414,8,20,activity,2.300059382457118,3.028623
415,8,21,Heat,24.033578953219138,2.7696908
416,8,22,reactions,13.150020960683017,6.6211767
417,8,23,usually,8.820953804498428,4.957757
418,8,24,occur,1.7512027699945065,5.1693196
419,8,25,when,1.784977795537196,4.3844495
420,8,26,large,8.58227429520537,4.609703
421,8,27,amounts,1.449861862551242,4.723944
422,8,28,of,0.012199081761552292,0.10778098
423,8,29,water,5.87156444793521,3.557487
424,8,30,and/or,4.418097447032795,3.1762269
425,8,31,salt,4.482968762160822,6.5441585
426,8,32,are,0.5566953462573253,2.963893
427,8,33,lost,3.9160351121567722,4.804563
428,8,34,through,3.8410689425518085,4.976043
429,8,35,excessive,9.344467748300044,2.5629337
430,8,36,sweating,0.2012014283139315,0.9799412
431,8,37,following,11.636618486284874,4.4956264
432,8,38,strenuous,3.5961715190447108,4.957473
433,8,39,exercise,0.9977877643292536,2.2711675
434,8,40,When,7.766475987619059,4.9241858
435,8,41,the,1.9698068902912136,5.87285
436,8,42,body,1.2295676798797277,4.4455285
437,8,43,becomes,5.245802223936745,4.24899
438,8,44,overheated,1.3412445961003212,4.2474465
439,8,45,and,4.2100045624432125,3.7012513
440,8,46,cannot,6.698263661999018,6.9837484
441,8,47,eliminate,8.967952422819586,5.736816
442,8,48,this,6.4809342987661935,3.6512318
443,8,49,excess,2.604758496073422,2.9747133
444,8,50,heat,0.7139844890846356,2.2327442
445,8,51,heat,8.666955098242433,5.2799177
446,8,52,exhaustion,5.628874113426164,6.4541755
447,8,53,and,4.919798420534293,4.407221
448,8,54,heat,1.1275514978440626,4.1077356
449,8,55,stroke,0.3009276890341872,1.0871768
450,8,56,are,2.3141363031419155,4.14245
451,8,57,possible,5.8699867821276985,6.492947
452,9,2,was,3.6736661148251506,4.09877
453,9,3,a,2.2127928850302196,7.2755713
454,9,4,forbidding,16.58942533778255,9.534059
455,9,5,challenge,10.734925688938397,7.2868843
456,9,6,and,5.180291975543024,4.059043
457,9,7,it,4.69513847366506,7.8925056
458,9,8,says,13.372645019885452,5.551885
459,9,9,much,3.2118089992870154,3.5858006
460,9,10,for,2.7297223559594608,1.4533389
461,9,11,Winstanley's,14.736363723123947,6.127737
462,9,12,persuasive,13.661437698275874,9.875432
463,9,13,abilities,5.186373794113865,6.3781333
464,9,14,not,10.208721332556317,1.4468316
465,9,15,to,0.42349916098337975,1.6511055
466,9,16,mention,7.401441981612941,5.7753124
467,9,17,his,1.5644827151245282,5.691828
468,9,18,self-confidence,7.801617760074727,10.538954
469,9,19,that,1.5937118085783422,3.078568
470,9,20,the,5.043499232636406,2.568299
471,9,21,admiralty,12.867547024670172,11.239275
472,9,22,agreed,5.2186582978617535,8.181959
473,9,23,to,0.62196437094422,2.2640333
474,9,24,fund,8.15279379967986,6.925443
475,9,25,him,3.961799357679279,3.9802074
476,9,26,No,20.067029091525487,4.756871
477,9,27,lighthouse,22.10497108635393,5.7646556
478,9,28,had,6.23460867406317,6.9314985
479,9,29,ever,2.0436342126403586,3.6791613
480,9,30,been,0.6238979332609247,3.5967436
481,9,31,built,0.5780928688002831,2.8147533
482,9,32,out,9.551653647665784,4.2469006
483,9,33,to,5.5158486438695435,3.360673
484,9,34,sea,0.3330300245730926,1.8886942
485,9,35,on,5.820486604995623,4.4065986
486,9,36,an,4.711567016478122,4.5204396
487,9,37,isolated,6.148333965308536,6.7241983
488,9,38,rock,3.4782707779276842,6.46428
489,9,39,before,6.2716209633129445,5.657548
490,9,40,The,8.253258844571068,4.4660854
491,9,41,Eddystone,13.006567637378904,11.313837
492,9,42,is,5.22778773273502,6.4219236
493,9,43,hard,11.600187258541732,6.706018
494,9,44,enough,3.626417130610081,2.6967866
495,9,45,to,0.5218453547366311,2.748092
496,9,46,avoid,9.170378289926173,7.2960196
497,9,47,but,6.490678266870657,7.887857
498,9,48,landing,12.839545339042113,7.4841447
499,9,49,on,1.8704474966705118,5.6461387
500,9,50,it,2.3073982253920238,4.263182
501,9,51,is,3.028372778573136,5.8084774
502,9,52,a,2.4416734176860797,6.3339305
503,9,53,separate,10.544063797631939,7.8328705
504,9,54,challenge,3.6546460576370587,4.736106
505,9,55,entirely,5.048104009626012,5.076409
506,10,2,clergyman,15.855213725108243,11.053221
507,10,3,remarked,11.991595315441431,6.6997843
508,10,4,to,2.3791894198893724,4.05929
509,10,5,him,5.977073991660903,4.938894
510,10,6,The,16.03407729933382,3.6601014
511,10,7,Lord,4.775478334784122,10.986074
512,10,8,is,2.6582946951950315,6.0481133
513,10,9,on,7.770408392654937,5.908775
514,10,10,our,2.7526927712181304,3.5833158
515,10,11,side,0.030853026030032732,0.23874821
516,10,12,I,9.353051878411748,4.135289
517,10,13,am,4.304606442020726,6.617585
518,10,14,not,3.561160948620888,5.542314
519,10,15,at,7.111979671507125,5.484241
520,10,16,all,0.15206571559822796,0.97807246
521,10,17,concerned,5.49755323811976,4.364112
522,10,18,about,1.8579347110391025,4.3789506
523,10,19,that,3.1765893161957317,5.5343137
524,10,20,replied,19.36865705932493,5.3386474
525,10,21,Mr,7.1262878042757585,7.1740007
526,10,22,Lincoln,11.753119534726276,7.2128587
527,10,23,for,10.154904145266757,6.755283
528,10,24,I,3.565949845304083,5.1112337
529,10,25,know,2.7094110174224086,5.377879
530,10,26,that,1.6824441312604457,4.644147
531,10,27,the,2.8027126545139898,5.4338484
532,10,28,Lord,0.777726153289518,5.010158
533,10,29,is,1.0907882685562136,3.7605274
534,10,30,always,4.960968686214167,2.955387
535,10,31,on,0.563961416878781,1.776053
536,10,32,the,3.033783165397114,2.1026173
537,10,33,side,0.07708954439486235,0.5768162
538,10,34,of,0.03801103568900077,0.32018304
539,10,35,the,0.8448711053094531,2.8794801
540,10,36,right,3.0265204453388987,5.207137
541,10,37,But,11.484779853138706,5.740993
542,10,38,it,4.711317368060226,6.095915
543,10,39,is,1.274069425946003,4.0286975
544,10,40,my,5.541448200130314,6.6085777
545,10,41,constant,8.822531340562279,5.8445573
546,10,42,anxiety,8.593289334067196,6.484466
547,10,43,and,3.0235480146552787,4.5410647
548,10,44,prayer,5.868856289465603,7.216559
549,10,45,that,0.6907756903851968,2.9589055
550,10,46,I,3.468775976344095,4.9272823
551,10,47,and,8.016725059217784,2.9107468
552,10,48,this,8.597099187690974,3.0710084
553,10,49,nation,1.7758278211190204,5.156041
554,10,50,should,5.180896217070246,3.6257446
555,10,51,be,2.0080857651817414,5.8975625
556,10,52,on,4.544783542734323,7.044167
557,10,53,the,0.3345944645619919,1.7135437
558,10,54,Lord's,5.238039795306282,1.8862181
559,10,55,side,0.061364772716254255,0.544965
560,11,2,as,4.321905930793487,10.223157
561,11,3,Rapa,13.907551407528908,6.6128397
562,11,4,Nui,0.22242160135464054,1.8538737
563,11,5,to,5.556157508771275,5.1432896
564,11,6,the,1.050645961772183,4.8070064
565,11,7,island's,8.223706336319536,5.769356
566,11,8,inhabitants,4.113418134725667,6.9225655
567,11,9,Rongorongo,17.82082590194836,1.8051472
568,11,10,is,4.04655395093369,4.24935
569,11,11,a,2.073574507564613,5.1308284
570,11,12,writing,15.042080181249254,9.632457
571,11,13,system,2.559231560823743,7.1906
572,11,14,comprised,11.16097733226838,5.4432735
573,11,15,of,0.07104480376612882,0.5404107
574,11,16,pictographs,5.87660840459751,8.292181
575,11,17,It,16.36712158596955,4.1234746
576,11,18,has,4.265946498231528,4.5133047
577,11,19,been,1.6944557445537072,6.043699
578,11,20,found,5.272816676133527,6.804229
579,11,21,carved,10.07385505525421,3.794593
580,11,22,into,1.2916979541405762,2.8489308
581,11,23,many,6.499114245475558,4.935142
582,11,24,oblong,15.847395471020413,6.305796
583,11,25,wooden,5.57391431034761,7.082137
584,11,26,tablets,2.973135859022545,6.5649757
585,11,27,and,3.1265730667835543,6.333593
586,11,28,other,5.717737877269805,8.591561
587,11,29,artifacts,2.3861591756393645,6.593724
588,11,30,from,4.242001007700663,7.1999197
589,11,31,the,0.8751433471069265,4.348521
590,11,32,island's,2.76630016898151,7.8744817
591,11,33,history,3.770170057465152,7.6248345
592,11,34,The,4.323232398788584,6.978969
593,11,35,art,7.623642201038965,7.8637667
594,11,36,of,1.7509529700130457,5.0057807
595,11,37,writing,2.2864875177264974,4.736857
596,11,38,was,3.1342245425866895,5.3174353
597,11,39,not,5.529444263949386,7.3914504
598,11,40,known,4.627422509011563,7.017306
599,11,41,in,3.0849351329966868,3.274279
600,11,42,any,8.377598125703042,4.3359547
601,11,43,nearby,13.687802819220558,4.427852
602,11,44,islands,3.8368638527046155,5.696978
603,11,45,and,4.151670956744626,6.2669134
604,11,46,the,2.649195671796147,6.5911865
605,11,47,script's,6.852179286575001,8.143299
606,11,48,mere,12.15422829588749,7.760048
607,11,49,existence,1.1253716662045912,2.6949167
608,11,50,is,3.187561099496066,6.0745597
609,11,51,sufficient,8.17044525676412,6.3215437
610,11,52,to,1.4318761771573316,2.7373135
611,11,53,confound,9.730580071457029,7.466809
612,11,54,anthropologists,8.956482028212433,6.1820297
613,12,2,months,9.074188344406107,9.20561
614,12,3,later,3.9384588878648517,2.8936434
615,12,4,Michael,11.651175285489936,2.9813051
616,12,5,Larson,12.754097726818674,10.165291
